razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;IVA-4321;Sim;Sim;Não;2022-08-12;2023-01-29;2012;Convencional;55;55
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;IYE-2179;Sim;Sim;Não;2022-10-22;2023-01-29;2017;Convencional;54;54
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;IYK-7455;Sim;Sim;Não;2022-02-04;2023-01-29;2018;Semileito;54;54
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;IYW-5458;Sim;Sim;Não;2022-09-28;2023-01-29;2018;Semileito;54;54
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;IYW-5556;Sim;Sim;Não;2022-10-22;2023-01-29;2018;Convencional;54;54
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;IZA-4322;Sim;Sim;Não;2022-08-05;2023-01-29;2013;Semileito;51;51
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;JAL-6A27;Sim;Sim;Não;2023-01-12;2023-01-29;2020;Semileito;54;54
AUTO VIACAO VENANCIO AIRES LTDA;98.593.668/0001-94;MEC-9067;Sim;Sim;Não;2022-12-27;2023-01-29;2007;Semileito;56;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;EQU-3695;Sim;Sim;Não;2022-05-26;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;EQU-3845;Sim;Sim;Não;2022-05-26;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;EQU-3846;Sim;Sim;Não;2022-05-26;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KOB-1H06;Sim;Sim;Não;2022-08-18;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KOX-5149;Sim;Sim;Não;2022-11-30;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KOX-5B68;Sim;Sim;Não;2022-12-13;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KPK-7C18;Sim;Sim;Não;2022-11-23;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KPL-1916;Sim;Sim;Não;2022-11-23;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KPL-3994;Sim;Sim;Não;2022-11-03;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KQR-2268;Sim;Sim;Não;2022-11-04;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KQR-2925;Sim;Sim;Não;2022-08-26;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KQR-3423;Sim;Sim;Não;2022-09-01;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KQR-4F49;Sim;Sim;Não;2022-10-04;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRH-2762;Sim;Sim;Não;2022-08-12;2022-03-28;2015;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRH-3954;Sim;Sim;Não;2022-09-30;2022-03-28;2015;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRH-5794;Sim;Sim;Não;2022-09-20;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRH-6299;Sim;Sim;Não;2022-09-30;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRO-3448;Sim;Sim;Não;2022-10-01;2022-03-28;2014;Semileito;40;40
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-5477;Sim;Sim;Não;2022-02-08;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-5478;Sim;Sim;Não;2023-01-27;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-5946;Sim;Sim;Não;2022-08-04;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-5948;Sim;Não;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-5E74;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-6375;Sim;Sim;Não;2022-07-06;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-6376;Sim;Sim;Não;2022-07-08;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-8J62;Sim;Sim;Não;2022-08-31;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRW-9A09;Sim;Sim;Não;2022-08-31;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRX-1G62;Sim;Sim;Não;2022-09-21;2022-03-28;2018;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRX-2905;Sim;Sim;Não;2022-02-24;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRX-2908;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRX-4650;Sim;Sim;Não;2022-12-14;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRX-4660;Sim;Sim;Não;2022-09-21;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRY-5428;Sim;Sim;Não;2022-10-26;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRY-7628;Sim;Sim;Não;2022-05-26;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRY-7629;Sim;Sim;Não;2022-09-23;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRZ-6765;Sim;Sim;Não;2022-09-01;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRZ-6767;Sim;Sim;Não;2022-10-27;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KRZ-6768;Sim;Sim;Não;2022-08-31;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KVI-5524;Sim;Sim;Não;2022-09-16;2022-03-28;2010;Convencional;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KVW-4F82;Sim;Sim;Não;2022-10-26;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KVW-4G13;Sim;Sim;Não;2022-10-27;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KVW-4H69;Sim;Sim;Não;2022-09-15;2022-03-28;2018;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KVZ-9H42;Sim;Sim;Não;2022-11-24;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KWC-5425;Sim;Sim;Não;2022-12-13;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KWV-9039;Sim;Sim;Não;2022-12-16;2022-03-28;2015;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KWW-6348;Sim;Sim;Não;2022-11-23;2022-03-28;2015;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXJ-7206;Sim;Sim;Não;2022-11-04;2022-03-28;2014;Leito/Semileito;6|40;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXL-9191;Sim;Sim;Não;2022-02-10;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXL-9B27;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXL-9B28;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8263;Sim;Sim;Não;2022-02-11;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8308;Sim;Sim;Não;2022-09-21;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8309;Sim;Sim;Não;2022-08-04;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8310;Sim;Sim;Não;2022-09-23;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8311;Sim;Sim;Não;2022-09-23;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8313;Sim;Sim;Não;2022-09-30;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8323;Sim;Sim;Não;2022-08-31;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8324;Sim;Sim;Não;2022-07-06;2022-03-28;2017;Leito/Semileito;46|8;54
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8325;Sim;Sim;Não;2022-09-24;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8326;Sim;Sim;Não;2023-01-24;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXQ-8328;Sim;Sim;Não;2022-07-01;2022-03-28;2017;Leito/Semileito;46|8;54
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KXU-6874;Sim;Sim;Não;2022-10-27;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KYX-7283;Sim;Sim;Não;2022-10-07;2022-03-28;2015;Semileito;40;40
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZC-5G26;Sim;Sim;Não;2022-03-02;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZJ-8913;Sim;Sim;Não;2022-08-30;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZJ-8914;Sim;Sim;Não;2022-08-10;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZJ-8915;Sim;Sim;Não;2022-08-02;2022-03-28;2018;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZJ-8916;Sim;Sim;Não;2022-08-10;2022-03-28;2018;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZK-7333;Sim;Sim;Não;2022-09-01;2022-03-28;2018;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZL-9A47;Sim;Sim;Não;2022-08-27;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZM-8G02;Sim;Sim;Não;2022-09-14;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZM-8G03;Sim;Sim;Não;2022-09-28;2022-03-28;2018;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZM-8G04;Sim;Sim;Não;2022-10-28;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;KZN-8H98;Sim;Sim;Não;2022-10-27;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LLR-8J85;Sim;Sim;Não;2022-08-30;2022-03-28;2018;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LLS-5749;Sim;Sim;Não;2022-12-16;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LLS-5H50;Sim;Sim;Não;2022-11-24;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LLW-3813;Sim;Sim;Não;2022-09-30;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LLW-4741;Sim;Sim;Não;2022-11-23;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMC-6833;Sim;Sim;Não;2022-10-27;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMC-6972;Sim;Sim;Não;2022-03-02;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMC-7301;Sim;Sim;Não;2022-09-21;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMC-7B27;Sim;Sim;Não;2022-11-03;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMC-7H15;Sim;Sim;Não;2022-09-14;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMG-6344;Sim;Sim;Não;2022-07-05;2022-03-28;2015;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMG-7179;Sim;Sim;Não;2022-11-03;2022-03-28;2015;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMG-7535;Sim;Sim;Não;2022-09-29;2022-03-28;2015;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMG-8405;Sim;Sim;Não;2022-10-01;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LML-1228;Sim;Sim;Não;2022-08-11;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LML-1373;Sim;Sim;Não;2022-02-10;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LML-1374;Sim;Sim;Não;2023-01-27;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LML-1C29;Não;Sim;Não;2023-01-27;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMY-9E64;Sim;Sim;Não;2022-07-08;2022-03-28;2019;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMZ-1C97;Sim;Sim;Não;2022-07-08;2022-03-28;2019;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMZ-3A61;Sim;Sim;Não;2022-08-03;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMZ-4D33;Sim;Sim;Não;2022-08-10;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMZ-5C58;Sim;Sim;Não;2022-08-03;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LMZ-5C59;Sim;Sim;Não;2022-08-10;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LPQ-9C74;Sim;Sim;Não;2022-08-31;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LPQ-9E54;Sim;Sim;Não;2022-08-18;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LPQ-9E91;Sim;Sim;Não;2022-08-30;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQK-4707;Sim;Sim;Não;2022-04-26;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQK-4713;Sim;Sim;Não;2022-11-23;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQK-4715;Sim;Sim;Não;2022-11-24;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQK-4721;Sim;Sim;Não;2022-11-30;2022-03-28;2012;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQK-4H07;Sim;Sim;Não;2022-04-26;2022-03-28;2012;Convencional;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQU-4F30;Sim;Sim;Não;2022-03-02;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQU-7531;Sim;Sim;Não;2024-08-17;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LQV-6480;Sim;Sim;Não;2022-11-24;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LRM-7477;Sim;Sim;Não;2022-11-04;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LRM-8994;Sim;Sim;Não;2022-07-07;2022-03-28;2014;Leito/Semileito;6|40;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LRM-8A45;Sim;Sim;Não;2022-09-01;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LRM-9361;Sim;Sim;Não;2022-08-26;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LRW-2H70;Sim;Sim;Não;2022-10-27;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LRW-5J14;Sim;Sim;Não;2022-09-30;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSD-8124;Sim;Sim;Não;2022-12-15;2022-03-28;2015;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSE-3816;Sim;Sim;Não;2022-07-05;2022-03-28;2015;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSE-3817;Sim;Sim;Não;2022-09-09;2022-03-28;2015;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSE-6516;Sim;Sim;Não;2022-09-29;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSE-6517;Sim;Sim;Não;2022-09-23;2022-03-28;2015;Semileito;41;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSE-7073;Sim;Sim;Não;2022-09-20;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSE-8444;Sim;Sim;Não;2022-11-11;2022-03-28;2015;Semileito;40;41
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSP-3G29;Sim;Sim;Não;2022-10-26;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-4B52;Sim;Sim;Não;2022-09-21;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-9464;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-9701;Sim;Sim;Não;2023-01-27;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-9702;Sim;Sim;Não;2022-02-10;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-9E63;Sim;Sim;Não;2022-02-02;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-9E65;Sim;Sim;Não;2022-02-02;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LSZ-9H11;Sim;Sim;Não;2023-01-27;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1521;Sim;Sim;Não;2023-01-14;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1578;Sim;Sim;Não;2022-09-28;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1579;Sim;Sim;Não;2022-08-02;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1580;Sim;Sim;Não;2022-02-01;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1586;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1587;Sim;Sim;Não;2023-01-28;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1590;Sim;Sim;Não;2022-02-02;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1592;Sim;Sim;Não;2022-03-01;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-1593;Sim;Sim;Não;2022-03-12;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-7786;Sim;Sim;Não;2022-07-08;2022-03-28;2017;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTA-7789;Sim;Sim;Não;2022-07-08;2022-03-28;2017;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTC-8908;Sim;Sim;Não;2022-07-07;2022-03-28;2017;Leito/Semileito;46|8;54
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTC-8909;Sim;Sim;Não;2022-09-09;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTE-6114;Sim;Sim;Não;2022-07-06;2022-03-28;2017;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTF-5H87;Sim;Sim;Não;2022-08-26;2022-03-28;2014;Leito/Semileito;44|6;50
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2540;Sim;Sim;Não;2022-08-05;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2541;Sim;Sim;Não;2022-08-25;2022-03-28;2018;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2542;Sim;Sim;Não;2022-08-27;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2543;Sim;Sim;Não;2022-08-27;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2544;Sim;Sim;Não;2022-09-23;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2545;Sim;Sim;Não;2022-08-18;2022-03-28;2018;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-2546;Sim;Sim;Não;2022-10-27;2022-03-28;2018;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-3047;Sim;Sim;Não;2022-09-16;2022-03-28;2018;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTM-3048;Sim;Sim;Não;2022-08-31;2022-03-28;2018;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTP-7C16;Sim;Sim;Não;2022-07-05;2022-03-28;2018;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTT-4I57;Sim;Sim;Não;2022-11-25;2022-03-28;2013;Executivo;46;46
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3B93;Sim;Sim;Não;2022-07-06;2022-03-28;2019;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3B95;Sim;Sim;Não;2022-07-07;2022-03-28;2019;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3B98;Sim;Sim;Não;2022-07-09;2022-03-28;2019;Leito/Semileito;46|8;55
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3C01;Sim;Sim;Não;2022-07-05;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3C02;Sim;Sim;Não;2022-07-07;2022-03-28;2019;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3G73;Sim;Sim;Não;2022-07-21;2022-03-28;2019;Leito/Semileito;46|8;54
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3G76;Sim;Sim;Não;2022-07-09;2022-03-28;2019;Leito/Semileito;46|8;54
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3G82;Sim;Sim;Não;2022-08-03;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3H67;Sim;Sim;Não;2022-02-02;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3H68;Sim;Sim;Não;2022-08-02;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-3H70;Sim;Sim;Não;2022-07-05;2022-03-28;2019;Executivo;46;47
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-4B37;Sim;Sim;Não;2022-07-19;2022-03-28;2019;Leito/Semileito;46|8;56
AUTO VIAÇÃO 1001 LTDA;30.069.314/0001-01;LTU-4B43;Sim;Sim;Não;2022-08-02;2022-03-28;2019;Executivo;46;47
